Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
15863,Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide,Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide, 17467586,17,0.295
15864,EGA Revista de Expresion Grafica Arquitectonica,EGA Revista de Expresion Grafica Arquitectonica,22546103,10,0.295
15864,EGA Revista de Expresion Grafica Arquitectonica,EGA Revista de Expresion Grafica Arquitectonica, 11336137,10,0.295
15865,Ekologia Bratislava,Ekologia Bratislava,1337947X,25,0.295
15865,Ekologia Bratislava,Ekologia Bratislava, 1335342X,25,0.295
15866,Environmental and Socio-Economic Studies,Environmental and Socio-Economic Studies,23540079,9,0.295
15867,European Business Law Review,European Business Law Review,1875841X,8,0.295
15867,European Business Law Review,European Business Law Review, 09596941,8,0.295
15868,European Journal of Economics and Economic Policies: Intervention,European Journal of Economics and Economic Policies: Intervention,20527764,20,0.295
15868,European Journal of Economics and Economic Policies: Intervention,European Journal of Economics and Economic Policies: Intervention, 20527772,20,0.295
15869,Gene Reports,Gene Reports,24520144,22,0.295
15870,High Temperature,High Temperature,0018151X,38,0.295
15870,High Temperature,High Temperature, 16083156,38,0.295
15871,Historia y Comunicacion Social,Historia y Comunicacion Social,19883056,15,0.295
15871,Historia y Comunicacion Social,Historia y Comunicacion Social, 11370734,15,0.295
15872,Housing. Care and Support,Housing. Care and Support,14608790,14,0.295
15873,Indian Growth and Development Review,Indian Growth and Development Review,17538254,16,0.295
15873,Indian Growth and Development Review,Indian Growth and Development Review, 17538262,16,0.295
15874,Inland Water Biology,Inland Water Biology,19950837,16,0.295
15874,Inland Water Biology,Inland Water Biology, 19950829,16,0.295
15875,Interaction Design and Architecture(s),Interaction Design and Architecture(s),18269745,19,0.295
15875,Interaction Design and Architecture(s),Interaction Design and Architecture(s), 22832998,19,0.295
15876,International Journal of Power Electronics and Drive Systems,International Journal of Power Electronics and Drive Systems,20888694,30,0.295
15877,International Journal of Sustainable Building Technology and Urban Development,International Journal of Sustainable Building Technology and Urban Development,20937628,20,0.295
15877,International Journal of Sustainable Building Technology and Urban Development,International Journal of Sustainable Building Technology and Urban Development, 2093761X,20,0.295
15878,International Review of Pragmatics,International Review of Pragmatics,18773109,12,0.295
15878,International Review of Pragmatics,International Review of Pragmatics, 18773095,12,0.295
15879,Interpersona,Interpersona,19816472,10,0.295
15880,Investigaciones Geograficas,Investigaciones Geograficas,19899890,9,0.295
15880,Investigaciones Geograficas,Investigaciones Geograficas, 02134691,9,0.295
15881,Irish Journal of Agricultural and Food Research,Irish Journal of Agricultural and Food Research,7916833,35,0.295
15882,Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika,Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika,08696632,12,0.295
15882,Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika,Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika, 25421905,12,0.295
15883,Journal of Mathematics and Music,Journal of Mathematics and Music,17459737,17,0.295
15883,Journal of Mathematics and Music,Journal of Mathematics and Music, 17459745,17,0.295
15884,Journal of Oral and Maxillofacial Pathology,Journal of Oral and Maxillofacial Pathology,1998393X,40,0.295
15884,Journal of Oral and Maxillofacial Pathology,Journal of Oral and Maxillofacial Pathology, 0973029X,40,0.295
15885,Journal of Volcanology and Seismology,Journal of Volcanology and Seismology,07420463,20,0.295
15885,Journal of Volcanology and Seismology,Journal of Volcanology and Seismology, 18197108,20,0.295
15886,Mind and Society,Mind and Society,15937879,22,0.295
15887,Physicochemical Problems of Mineral Processing,Physicochemical Problems of Mineral Processing,01371282,30,0.295
15887,Physicochemical Problems of Mineral Processing,Physicochemical Problems of Mineral Processing, 16431049,30,0.295
15888,Polymer Science - Series C,Polymer Science - Series C,1555614X,26,0.295
15888,Polymer Science - Series C,Polymer Science - Series C, 18112382,26,0.295
15889,Practical Theology,Practical Theology,1756073X,9,0.295
15889,Practical Theology,Practical Theology, 17560748,9,0.295
15890,Professional Case Management,Professional Case Management,19328095,25,0.295
15890,Professional Case Management,Professional Case Management, 19328087,25,0.295
15891,Qatar Medical Journal,Qatar Medical Journal,22270426,14,0.295
15891,Qatar Medical Journal,Qatar Medical Journal, 02538253,14,0.295
15892,Radiochimica Acta,Radiochimica Acta,21933405,73,0.295
15892,Radiochimica Acta,Radiochimica Acta, 00338230,73,0.295
15893,Radioprotection,Radioprotection,1769700X,21,0.295
15893,Radioprotection,Radioprotection, 00338451,21,0.295
15894,Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa,Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa,20707401,18,0.295
15894,Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa,Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa, 24110280,18,0.295
15895,Studies in Art Education,Studies in Art Education,23258039,15,0.295
15895,Studies in Art Education,Studies in Art Education, 00393541,15,0.295
15896,Taiyangneng Xuebao/Acta Energiae Solaris Sinica,Taiyangneng Xuebao/Acta Energiae Solaris Sinica,2540096,30,0.295
15897,Theory in Biosciences,Theory in Biosciences,16117530,41,0.295
15897,Theory in Biosciences,Theory in Biosciences, 14317613,41,0.295
15898,Vegetos,Vegetos,9704078,18,0.295
15899,Anthropology of Consciousness,Anthropology of Consciousness,10534202,20,0.294
15899,Anthropology of Consciousness,Anthropology of Consciousness, 15563537,20,0.294
15900,Asian-Pacific Economic Literature,Asian-Pacific Economic Literature,08189935,24,0.294
15900,Asian-Pacific Economic Literature,Asian-Pacific Economic Literature, 14678411,24,0.294
15901,Bezopasnost' Truda v Promyshlennosti,Bezopasnost' Truda v Promyshlennosti,26585537,10,0.294
15901,Bezopasnost' Truda v Promyshlennosti,Bezopasnost' Truda v Promyshlennosti, 04092961,10,0.294
15902,Bollettino dell'Unione Matematica Italiana,Bollettino dell'Unione Matematica Italiana,21982759,29,0.294
15902,Bollettino dell'Unione Matematica Italiana,Bollettino dell'Unione Matematica Italiana, 19726724,29,0.294
15903,Cakrawala Pendidikan,Cakrawala Pendidikan,24428620,15,0.294
15903,Cakrawala Pendidikan,Cakrawala Pendidikan, 02161370,15,0.294
15904,Canadian Foreign Policy Journal,Canadian Foreign Policy Journal,21570817,11,0.294
15904,Canadian Foreign Policy Journal,Canadian Foreign Policy Journal, 11926422,11,0.294
15905,Canadian Modern Language Review,Canadian Modern Language Review,84506,61,0.294
15906,Cognitive Linguistic Studies,Cognitive Linguistic Studies,22138722,4,0.294
15906,Cognitive Linguistic Studies,Cognitive Linguistic Studies, 22138730,4,0.294
15907,Communications in Applied and Industrial Mathematics,Communications in Applied and Industrial Mathematics,20380909,14,0.294
15908,Conference Record of the IEEE Photovoltaic Specialists Conference,Conference Record of the IEEE Photovoltaic Specialists Conference,1608371,66,0.294
15909,Corpus Pragmatics,Corpus Pragmatics,25099515,9,0.294
15910,Cuadernos de Prehistoria y Arqueologia de la Universidad Autonoma de Madrid,Cuadernos de Prehistoria y Arqueologia de la Universidad Autonoma de Madrid,02111608,4,0.294
15910,Cuadernos de Prehistoria y Arqueologia de la Universidad Autonoma de Madrid,Cuadernos de Prehistoria y Arqueologia de la Universidad Autonoma de Madrid, 25303589,4,0.294
15911,Functional Materials Letters,Functional Materials Letters,17936047,34,0.294
15911,Functional Materials Letters,Functional Materials Letters, 17937213,34,0.294
15912,Georgetown Law Journal,Georgetown Law Journal,168092,56,0.294
15913,International Journal of Agriculture and Natural Resources,International Journal of Agriculture and Natural Resources,24525731,25,0.294
15914,International Journal of Electronic Government Research,International Journal of Electronic Government Research,15483894,35,0.294
15914,International Journal of Electronic Government Research,International Journal of Electronic Government Research, 15483886,35,0.294
15915,International Journal on Smart Sensing and Intelligent Systems,International Journal on Smart Sensing and Intelligent Systems,11785608,31,0.294
15916,Journal of Analytical Psychology,Journal of Analytical Psychology,14685922,29,0.294
15916,Journal of Analytical Psychology,Journal of Analytical Psychology, 00218774,29,0.294
15917,Journal of Applied Animal Nutrition,Journal of Applied Animal Nutrition,2049257X,6,0.294
15918,Journal of Asia TEFL,Journal of Asia TEFL,24661511,19,0.294
15918,Journal of Asia TEFL,Journal of Asia TEFL, 17383102,19,0.294
15919,Journal of Computational Electronics,Journal of Computational Electronics,15698025,46,0.294
15920,Journal of Information Technology Education: Innovations in Practice,Journal of Information Technology Education: Innovations in Practice,2165316X,15,0.294
15920,Journal of Information Technology Education: Innovations in Practice,Journal of Information Technology Education: Innovations in Practice, 21653151,15,0.294
15921,Journal of Investigative Medicine High Impact Case Reports,Journal of Investigative Medicine High Impact Case Reports,23247096,20,0.294
15922,Journal of Siberian Federal University - Mathematics and Physics,Journal of Siberian Federal University - Mathematics and Physics,19971397,11,0.294
15923,Journal of Statistical Theory and Applications,Journal of Statistical Theory and Applications,15387887,10,0.294
15923,Journal of Statistical Theory and Applications,Journal of Statistical Theory and Applications, 22141766,10,0.294
15924,Malaysian Orthopaedic Journal,Malaysian Orthopaedic Journal,2232111X,15,0.294
15924,Malaysian Orthopaedic Journal,Malaysian Orthopaedic Journal, 19852533,15,0.294
15925,Open Construction and Building Technology Journal,Open Construction and Building Technology Journal,18748368,27,0.294
15926,Ophthalmologie,Ophthalmologie,2731720X,42,0.294
15926,Ophthalmologie,Ophthalmologie, 27317218,42,0.294
15927,Plant Breeding and Biotechnology,Plant Breeding and Biotechnology,22879358,12,0.294
15927,Plant Breeding and Biotechnology,Plant Breeding and Biotechnology, 22879366,12,0.294
15928,Revista Mexicana de Biodiversidad,Revista Mexicana de Biodiversidad,18705081,33,0.294
15928,Revista Mexicana de Biodiversidad,Revista Mexicana de Biodiversidad, 1870509X,33,0.294
15929,Salud Colectiva,Salud Colectiva,16692381,18,0.294
15929,Salud Colectiva,Salud Colectiva, 18518265,18,0.294
15930,Turkiye Entomoloji Dergisi,Turkiye Entomoloji Dergisi,10106960,17,0.294
15931,Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences,Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences,09320784,53,0.294
15931,Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences,Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences, 18657109,53,0.294
15932,Acta Dermatovenerologica Alpina. Panonica et Adriatica,Acta Dermatovenerologica Alpina. Panonica et Adriatica,13184458,32,0.293
15932,Acta Dermatovenerologica Alpina. Panonica et Adriatica,Acta Dermatovenerologica Alpina. Panonica et Adriatica, 15812979,32,0.293
15933,Acta Seismologica Sinica,Acta Seismologica Sinica,2533782,31,0.293
15934,Amino Acids. Peptides and Proteins,Amino Acids. Peptides and Proteins,13615904,10,0.293
15935,Archeological Papers of the American Anthropological Association,Archeological Papers of the American Anthropological Association,1551823X,34,0.293
15935,Archeological Papers of the American Anthropological Association,Archeological Papers of the American Anthropological Association, 15518248,34,0.293
15936,Bio-Algorithms and Med-Systems,Bio-Algorithms and Med-Systems,1896530X,14,0.293
15936,Bio-Algorithms and Med-Systems,Bio-Algorithms and Med-Systems, 18959091,14,0.293
15937,Creativity Studies,Creativity Studies,23450487,14,0.293
15937,Creativity Studies,Creativity Studies, 23450479,14,0.293
15938,Current Analytical Chemistry,Current Analytical Chemistry,15734110,38,0.293
15938,Current Analytical Chemistry,Current Analytical Chemistry, 18756727,38,0.293
15939,Egyptian Journal of Basic and Applied Sciences,Egyptian Journal of Basic and Applied Sciences,2314808X,10,0.293
15940,Ekonomika,Ekonomika,13921258,6,0.293
15940,Ekonomika,Ekonomika, 24246166,6,0.293
15941,Fibonacci Quarterly,Fibonacci Quarterly,150517,29,0.293
15942,Geodynamics and Tectonophysics,Geodynamics and Tectonophysics,2078502X,15,0.293
15943,Interdisciplinary Science Reviews,Interdisciplinary Science Reviews,03080188,30,0.293
15943,Interdisciplinary Science Reviews,Interdisciplinary Science Reviews, 17432790,30,0.293
15944,International Journal of Fuzzy System Applications,International Journal of Fuzzy System Applications,2156177X,22,0.293
15944,International Journal of Fuzzy System Applications,International Journal of Fuzzy System Applications, 21561761,22,0.293
15945,International Journal of Modern Physics C,International Journal of Modern Physics C,01291831,69,0.293
15945,International Journal of Modern Physics C,International Journal of Modern Physics C, 17936586,69,0.293
15946,Journal of Applied Journalism and Media Studies,Journal of Applied Journalism and Media Studies,20010818,10,0.293
15946,Journal of Applied Journalism and Media Studies,Journal of Applied Journalism and Media Studies, 20499531,10,0.293
15947,Journal of Scottish Philosophy,Journal of Scottish Philosophy,17552001,11,0.293
15947,Journal of Scottish Philosophy,Journal of Scottish Philosophy, 14796651,11,0.293
15948,Journal of Water and Environmental Nanotechnology,Journal of Water and Environmental Nanotechnology,24766615,10,0.293
